epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.15805,2.62965,4.3535,3.14972,0.00922,1,0.03685,0.01148,2.82078,4.09699,3.19718,2.858e-05,2.858e-05,2.858e-05
2,7.92968,1.99651,3.69912,2.52467,0.00885,1,0.03618,0.01085,2.80555,4.18069,3.05662,6.67343e-05,6.67343e-05,6.67343e-05
3,11.8094,1.88483,3.40396,2.2021,0.00935,1,0.03491,0.01623,2.47177,4.57195,3.00495,9.92298e-05,9.92298e-05,9.92298e-05
4,15.7246,1.96652,3.38405,2.27994,0.00877,1,0.04975,0.01796,2.60742,4.28567,2.99591,0.000126066,0.000126066,0.000126066
5,19.4258,2.13531,3.8354,1.94998,0.00922,1,0.07674,0.03313,2.49512,3.89382,2.88144,0.000147244,0.000147244,0.000147244
6,22.9002,1.91179,4.17256,2.43751,0.00943,1,0.30013,0.08684,2.38042,3.96836,2.5559,0.000162763,0.000162763,0.000162763
7,26.8244,1.61092,3.97465,2.06499,0.01005,1,0.30013,0.08605,2.00939,4.23301,2.26552,0.000172623,0.000172623,0.000172623
8,30.737,2.01922,5.95712,2.21004,0.01015,1,0.595,0.21559,1.67357,3.87029,2.03811,0.000176824,0.000176824,0.000176824
9,34.5838,2.02044,4.87504,2.207,0.01015,1,0.595,0.21559,1.67357,3.87029,2.03811,0.000175367,0.000175367,0.000175367
10,38.7313,1.95867,5.98596,2.01264,0.01105,1,0.27611,0.09641,1.54889,3.88779,1.91427,0.00016825,0.00016825,0.00016825
11,42.217,2.11256,4.00356,2.5637,0.01105,1,0.27611,0.09641,1.54889,3.88779,1.91427,0.000155475,0.000155475,0.000155475
12,45.8533,2.24471,3.97539,2.80798,0.01227,1,0.30786,0.14662,1.50889,3.86086,1.8538,0.000137041,0.000137041,0.000137041
13,49.073,2.26874,4.06607,2.7501,0.01227,1,0.30786,0.14662,1.50889,3.86086,1.8538,0.000112948,0.000112948,0.000112948
14,52.3166,1.61753,3.63012,1.86924,0.01299,1,0.398,0.199,1.80182,3.77259,1.92159,8.31964e-05,8.31964e-05,8.31964e-05
15,55.547,1.65439,3.89538,1.88431,0.01299,1,0.398,0.199,1.80182,3.77259,1.92159,4.77858e-05,4.77858e-05,4.77858e-05
